GENE	COVERAGE	STRAIN	LOCALE	GROUP
CLUG_02191	1.0260	A17.L1B	L	A
CLUG_02191	1.1266	A18.S4H	S	A
CLUG_02191	1.1269	A19.S3B	S	A
CLUG_02191	0.9630	A2.U10A	U	A
CLUG_02191	1.0600	A20.S1E	S	A
CLUG_02191	0.9915	A21.S8A	S	A
CLUG_02191	1.1188	A22.UpperP	U	A
CLUG_02191	1.0693	A23.LowerP	L	A
CLUG_02191	1.1614	A24.SputuP	S	A
CLUG_02191	1.2630	A3.U3G	U	A
CLUG_02191	1.0722	A4.U3B	U	A
CLUG_02191	1.0951	A5.U10D	U	A
CLUG_02191	1.0924	A6.U5C	U	A
CLUG_02191	0.9688	A7.U3E	U	A
CLUG_02191	1.0348	A8.U2E	U	A
CLUG_02191	0.9680	A9.L3D	L	A
CLUG_02191	1.0870	ATCC42720	UNK	ATCC42720
CLUG_02191	1.0916	B16.1310D	UNK	B
CLUG_02191	1.1614	B17.1311G	UNK	B
CLUG_02191	1.0046	B18.1312G	UNK	B
CLUG_02191	1.1635	B19.1310A	UNK	B
CLUG_02191	1.0498	B20.1311A	UNK	B
CLUG_02191	1.0926	B21.1312A	UNK	B
CLUG_02191	1.1462	B22.134E	UNK	B
CLUG_02191	1.1081	B23.133H	UNK	B
CLUG_02191	0.9848	B24.133F	UNK	B
CLUG_02191	1.1118	B25.135C	UNK	B
CLUG_02191	1.0747	B26.131A	UNK	B
CLUG_02191	1.0256	B27.136A	UNK	B
CLUG_02191	0.8705	B28.13UM	UNK	B
CLUG_02191	0.8777	C10.9M3	UNK	C
CLUG_02191	0.9407	C11.9M41	UNK	C
CLUG_02191	1.0420	C12.9U1	UNK	C
CLUG_02191	0.8235	C13.9U2	UNK	C
CLUG_02191	0.8782	C14.9U3	UNK	C
CLUG_02191	0.9307	C15.9U4s	UNK	C
CLUG_02191	0.9475	C4.9L1	UNK	C
CLUG_02191	0.9425	C5.9L2	UNK	C
CLUG_02191	0.9541	C6.9L3	UNK	C
CLUG_02191	0.9214	C7.9L4	UNK	C
CLUG_02191	0.9959	C8.9M1	UNK	C
CLUG_02191	0.8204	C9.9M2	UNK	C
CLUG_02191	1.1133	ctl1.AL1B	L	A
CLUG_02191	1.1236	ctl2.AL1B	L	A
CLUG_02191	1.0004	ctl3.C9L1	UNK	C
CLUG_02192	1.1370	A10.L4C	L	A
CLUG_02192	1.0046	A11.L11G	L	A
CLUG_02192	1.0134	A12.L10B	L	A
CLUG_02192	1.1833	A13.L3B	L	A
CLUG_02192	1.1143	A14.L4E	L	A
CLUG_02192	1.0087	A15.L4G	L	A
CLUG_02192	0.8980	A16.L7C	L	A
CLUG_02192	1.0146	A17.L1B	L	A
CLUG_02192	1.0770	A18.S4H	S	A
CLUG_02192	1.1918	A19.S3B	S	A
CLUG_02192	1.1656	A2.U10A	U	A
CLUG_02192	1.0387	A20.S1E	S	A
CLUG_02192	1.0702	A21.S8A	S	A
CLUG_02192	1.0992	A22.UpperP	U	A
CLUG_02192	1.1347	A23.LowerP	L	A
CLUG_02192	1.1349	A24.SputuP	S	A
CLUG_02192	1.0273	A3.U3G	U	A
CLUG_02192	1.1271	A4.U3B	U	A
CLUG_02192	1.0769	A5.U10D	U	A
CLUG_02192	1.0863	A6.U5C	U	A
CLUG_02192	1.1805	A7.U3E	U	A
CLUG_02192	1.0455	A8.U2E	U	A
CLUG_02192	1.0929	A9.L3D	L	A
CLUG_02192	1.1247	ATCC42720	UNK	ATCC42720
CLUG_02192	1.1467	B16.1310D	UNK	B
CLUG_02192	1.1822	B17.1311G	UNK	B
CLUG_02192	1.1121	B18.1312G	UNK	B
CLUG_02192	1.1569	B19.1310A	UNK	B
CLUG_02192	1.1541	B20.1311A	UNK	B
CLUG_02192	1.2170	B21.1312A	UNK	B
CLUG_02192	1.1142	B22.134E	UNK	B
CLUG_02192	1.1378	B23.133H	UNK	B
CLUG_02192	1.1095	B24.133F	UNK	B
CLUG_02192	1.0903	B25.135C	UNK	B
CLUG_02192	1.0805	B26.131A	UNK	B
CLUG_02192	1.0592	B27.136A	UNK	B
CLUG_02192	0.9834	B28.13UM	UNK	B
CLUG_02192	1.0937	C10.9M3	UNK	C
CLUG_02192	0.9739	C11.9M41	UNK	C
CLUG_02192	1.1161	C12.9U1	UNK	C
CLUG_02192	0.9000	C13.9U2	UNK	C
CLUG_02192	0.9624	C14.9U3	UNK	C
CLUG_02192	0.9938	C15.9U4s	UNK	C
CLUG_02192	0.9786	C4.9L1	UNK	C
CLUG_02192	1.1612	C5.9L2	UNK	C
CLUG_02192	0.8996	C6.9L3	UNK	C
CLUG_02192	1.0090	C7.9L4	UNK	C
CLUG_02192	1.1053	C8.9M1	UNK	C
CLUG_02192	1.0041	C9.9M2	UNK	C
CLUG_02192	1.1300	ctl1.AL1B	L	A
CLUG_02192	1.1122	ctl2.AL1B	L	A
CLUG_02192	0.9091	ctl3.C9L1	UNK	C
CLUG_02193	0.7981	A10.L4C	L	A
CLUG_02193	0.8783	A11.L11G	L	A
CLUG_02193	0.9070	A12.L10B	L	A
CLUG_02193	0.9392	A13.L3B	L	A
CLUG_02193	0.9923	A14.L4E	L	A
CLUG_02193	0.8437	A15.L4G	L	A
CLUG_02193	0.9006	A16.L7C	L	A
CLUG_02193	0.9167	A17.L1B	L	A
CLUG_02193	0.9504	A18.S4H	S	A
CLUG_02193	1.0372	A19.S3B	S	A
CLUG_02193	0.9642	A2.U10A	U	A
CLUG_02193	0.9398	A20.S1E	S	A
CLUG_02193	0.9206	A21.S8A	S	A
CLUG_02193	0.9225	A22.UpperP	U	A
CLUG_02193	0.9139	A23.LowerP	L	A
CLUG_02193	0.9254	A24.SputuP	S	A
CLUG_02193	0.9676	A3.U3G	U	A
CLUG_02193	0.9468	A4.U3B	U	A
CLUG_02193	0.9079	A5.U10D	U	A
CLUG_02193	0.9136	A6.U5C	U	A
CLUG_02193	0.9154	A7.U3E	U	A
CLUG_02193	0.9907	A8.U2E	U	A
CLUG_02193	0.9131	A9.L3D	L	A
CLUG_02193	0.9704	ATCC42720	UNK	ATCC42720
CLUG_02193	0.9725	B16.1310D	UNK	B
CLUG_02193	1.1016	B17.1311G	UNK	B
CLUG_02193	1.0221	B18.1312G	UNK	B
CLUG_02193	1.1159	B19.1310A	UNK	B
CLUG_02193	1.0542	B20.1311A	UNK	B
CLUG_02193	0.9893	B21.1312A	UNK	B
CLUG_02193	1.0286	B22.134E	UNK	B
CLUG_02193	0.9140	B23.133H	UNK	B
CLUG_02193	1.0068	B24.133F	UNK	B
CLUG_02193	1.0425	B25.135C	UNK	B
CLUG_02193	1.0748	B26.131A	UNK	B
CLUG_02193	0.9486	B27.136A	UNK	B
CLUG_02193	1.0443	B28.13UM	UNK	B
CLUG_02193	1.1735	C10.9M3	UNK	C
CLUG_02193	1.0363	C11.9M41	UNK	C
CLUG_02193	1.1678	C12.9U1	UNK	C
CLUG_02193	0.9511	C13.9U2	UNK	C
CLUG_02193	1.0120	C14.9U3	UNK	C
CLUG_02193	1.0445	C15.9U4s	UNK	C
CLUG_02193	1.0614	C4.9L1	UNK	C
CLUG_02193	1.1423	C5.9L2	UNK	C
CLUG_02193	1.0010	C6.9L3	UNK	C
CLUG_02193	1.0615	C7.9L4	UNK	C
CLUG_02193	1.2574	C8.9M1	UNK	C
CLUG_02193	0.9353	C9.9M2	UNK	C
CLUG_02193	1.0202	ctl1.AL1B	L	A
CLUG_02193	1.0513	ctl2.AL1B	L	A
CLUG_02193	0.9928	ctl3.C9L1	UNK	C
CLUG_02194	0.9964	A10.L4C	L	A
CLUG_02194	0.9665	A11.L11G	L	A
CLUG_02194	0.9870	A12.L10B	L	A
CLUG_02194	1.0079	A13.L3B	L	A
CLUG_02194	1.0074	A14.L4E	L	A
CLUG_02194	0.9649	A15.L4G	L	A
CLUG_02194	1.0316	A16.L7C	L	A
CLUG_02194	1.0243	A17.L1B	L	A
CLUG_02194	1.0805	A18.S4H	S	A
CLUG_02194	1.1004	A19.S3B	S	A
CLUG_02194	1.0286	A2.U10A	U	A
CLUG_02194	1.0312	A20.S1E	S	A
CLUG_02194	1.0707	A21.S8A	S	A
CLUG_02194	1.0178	A22.UpperP	U	A
CLUG_02194	1.0107	A23.LowerP	L	A
CLUG_02194	1.0192	A24.SputuP	S	A
CLUG_02194	1.0580	A3.U3G	U	A
CLUG_02194	0.9644	A4.U3B	U	A
CLUG_02194	1.1112	A5.U10D	U	A
CLUG_02194	0.9918	A6.U5C	U	A
CLUG_02194	0.9306	A7.U3E	U	A
CLUG_02194	0.9995	A8.U2E	U	A
CLUG_02194	1.0418	A9.L3D	L	A
CLUG_02194	1.0780	ATCC42720	UNK	ATCC42720
CLUG_02194	1.1242	B16.1310D	UNK	B
CLUG_02194	1.2212	B17.1311G	UNK	B
CLUG_02194	1.1109	B18.1312G	UNK	B
CLUG_02194	1.1225	B19.1310A	UNK	B
CLUG_02194	1.1238	B20.1311A	UNK	B
CLUG_02194	1.1510	B21.1312A	UNK	B
CLUG_02194	1.1152	B22.134E	UNK	B
CLUG_02194	1.0719	B23.133H	UNK	B
CLUG_02194	1.1100	B24.133F	UNK	B
CLUG_02194	1.2210	B25.135C	UNK	B
CLUG_02194	1.0994	B26.131A	UNK	B
CLUG_02194	1.0790	B27.136A	UNK	B
CLUG_02194	1.0382	B28.13UM	UNK	B
CLUG_02194	1.1907	C10.9M3	UNK	C
CLUG_02194	1.0872	C11.9M41	UNK	C
CLUG_02194	1.2399	C12.9U1	UNK	C
CLUG_02194	0.9940	C13.9U2	UNK	C
CLUG_02194	1.0940	C14.9U3	UNK	C
CLUG_02194	1.1083	C15.9U4s	UNK	C
CLUG_02194	1.1183	C4.9L1	UNK	C
CLUG_02194	1.1925	C5.9L2	UNK	C
CLUG_02194	1.1210	C6.9L3	UNK	C
CLUG_02194	1.0879	C7.9L4	UNK	C
CLUG_02194	1.2033	C8.9M1	UNK	C
CLUG_02194	1.0569	C9.9M2	UNK	C
CLUG_02194	1.1258	ctl1.AL1B	L	A
CLUG_02194	1.1380	ctl2.AL1B	L	A
CLUG_02194	1.0100	ctl3.C9L1	UNK	C
CLUG_02195	0.9253	A10.L4C	L	A
CLUG_02195	0.8482	A11.L11G	L	A
CLUG_02195	0.8808	A12.L10B	L	A
CLUG_02195	0.8859	A13.L3B	L	A
CLUG_02195	0.8569	A14.L4E	L	A
CLUG_02195	0.8835	A15.L4G	L	A
CLUG_02195	0.9228	A16.L7C	L	A
CLUG_02195	0.9193	A17.L1B	L	A
CLUG_02195	0.9326	A18.S4H	S	A
CLUG_02195	1.0227	A19.S3B	S	A
CLUG_02195	0.8521	A2.U10A	U	A
CLUG_02195	0.8674	A20.S1E	S	A
CLUG_02195	0.9864	A21.S8A	S	A
CLUG_02195	0.8867	A22.UpperP	U	A
CLUG_02195	0.8456	A23.LowerP	L	A
CLUG_02195	0.8525	A24.SputuP	S	A
CLUG_02195	0.8970	A3.U3G	U	A
CLUG_02195	0.9089	A4.U3B	U	A
CLUG_02195	0.9900	A5.U10D	U	A
CLUG_02195	0.9018	A6.U5C	U	A
CLUG_02195	0.8752	A7.U3E	U	A
CLUG_02195	0.9456	A8.U2E	U	A
CLUG_02195	0.8898	A9.L3D	L	A
CLUG_02195	0.9281	ATCC42720	UNK	ATCC42720
CLUG_02195	1.0783	B16.1310D	UNK	B
CLUG_02195	1.1633	B17.1311G	UNK	B
CLUG_02195	1.0213	B18.1312G	UNK	B
CLUG_02195	1.0740	B19.1310A	UNK	B
CLUG_02195	1.0874	B20.1311A	UNK	B
CLUG_02195	1.0852	B21.1312A	UNK	B
CLUG_02195	1.0168	B22.134E	UNK	B
CLUG_02195	1.0511	B23.133H	UNK	B
CLUG_02195	1.0622	B24.133F	UNK	B
CLUG_02195	1.1140	B25.135C	UNK	B
CLUG_02195	1.0106	B26.131A	UNK	B
CLUG_02195	1.0585	B27.136A	UNK	B
CLUG_02195	1.3569	B28.13UM	UNK	B
CLUG_02195	1.1129	C10.9M3	UNK	C
CLUG_02195	1.1077	C11.9M41	UNK	C
CLUG_02195	1.2061	C12.9U1	UNK	C
CLUG_02195	0.9935	C13.9U2	UNK	C
CLUG_02195	1.0135	C14.9U3	UNK	C
CLUG_02195	1.0273	C15.9U4s	UNK	C
CLUG_02195	1.1240	C4.9L1	UNK	C
CLUG_02195	1.0805	C5.9L2	UNK	C
CLUG_02195	1.1317	C6.9L3	UNK	C
CLUG_02195	1.0726	C7.9L4	UNK	C
CLUG_02195	1.2155	C8.9M1	UNK	C
CLUG_02195	1.0117	C9.9M2	UNK	C
CLUG_02195	1.0621	ctl1.AL1B	L	A
CLUG_02195	1.0731	ctl2.AL1B	L	A
CLUG_02195	1.0181	ctl3.C9L1	UNK	C
CLUG_02196	0.9111	A10.L4C	L	A
CLUG_02196	0.8306	A11.L11G	L	A
CLUG_02196	0.8708	A12.L10B	L	A
CLUG_02196	0.8522	A13.L3B	L	A
CLUG_02196	0.8675	A14.L4E	L	A
CLUG_02196	0.8829	A15.L4G	L	A
CLUG_02196	0.9100	A16.L7C	L	A
CLUG_02196	0.8957	A17.L1B	L	A
CLUG_02196	0.9387	A18.S4H	S	A
CLUG_02196	0.9908	A19.S3B	S	A
CLUG_02196	0.8384	A2.U10A	U	A
CLUG_02196	0.8824	A20.S1E	S	A
CLUG_02196	0.9579	A21.S8A	S	A
CLUG_02196	0.8972	A22.UpperP	U	A
CLUG_02196	0.8267	A23.LowerP	L	A
CLUG_02196	0.8235	A24.SputuP	S	A
CLUG_02196	0.8919	A3.U3G	U	A
CLUG_02196	0.9297	A4.U3B	U	A
CLUG_02196	0.9392	A5.U10D	U	A
CLUG_02196	0.8863	A6.U5C	U	A
CLUG_02196	0.8530	A7.U3E	U	A
CLUG_02196	0.9150	A8.U2E	U	A
CLUG_02196	0.8761	A9.L3D	L	A
CLUG_02196	0.8966	ATCC42720	UNK	ATCC42720
CLUG_02196	1.0703	B16.1310D	UNK	B
CLUG_02196	1.1608	B17.1311G	UNK	B
CLUG_02196	1.0030	B18.1312G	UNK	B
CLUG_02196	1.0643	B19.1310A	UNK	B
CLUG_02196	1.0740	B20.1311A	UNK	B
CLUG_02196	1.0457	B21.1312A	UNK	B
CLUG_02196	1.0089	B22.134E	UNK	B
CLUG_02196	1.0394	B23.133H	UNK	B
CLUG_02196	1.0653	B24.133F	UNK	B
CLUG_02196	1.1122	B25.135C	UNK	B
CLUG_02196	0.9968	B26.131A	UNK	B
CLUG_02196	1.0606	B27.136A	UNK	B
CLUG_02196	1.2757	B28.13UM	UNK	B
CLUG_02196	1.1029	C10.9M3	UNK	C
CLUG_02196	1.0945	C11.9M41	UNK	C
CLUG_02196	1.2089	C12.9U1	UNK	C
CLUG_02196	0.9896	C13.9U2	UNK	C
CLUG_02196	1.0128	C14.9U3	UNK	C
CLUG_02196	1.0155	C15.9U4s	UNK	C
CLUG_02196	1.0991	C4.9L1	UNK	C
CLUG_02196	1.0910	C5.9L2	UNK	C
CLUG_02196	1.1303	C6.9L3	UNK	C
CLUG_02196	1.0822	C7.9L4	UNK	C
CLUG_02196	1.2091	C8.9M1	UNK	C
CLUG_02196	0.9995	C9.9M2	UNK	C
CLUG_02196	1.0503	ctl1.AL1B	L	A
CLUG_02196	1.0570	ctl2.AL1B	L	A
CLUG_02196	0.9947	ctl3.C9L1	UNK	C
CLUG_02197	1.0294	A10.L4C	L	A
CLUG_02197	0.9610	A11.L11G	L	A
CLUG_02197	0.9520	A12.L10B	L	A
CLUG_02197	1.0622	A13.L3B	L	A
CLUG_02197	1.0726	A14.L4E	L	A
CLUG_02197	0.8610	A15.L4G	L	A
CLUG_02197	0.8957	A16.L7C	L	A
CLUG_02197	0.8973	A17.L1B	L	A
CLUG_02197	1.0246	A18.S4H	S	A
CLUG_02197	1.1867	A19.S3B	S	A
CLUG_02197	1.1141	A2.U10A	U	A
CLUG_02197	0.9891	A20.S1E	S	A
CLUG_02197	0.9684	A21.S8A	S	A
CLUG_02197	1.0076	A22.UpperP	U	A
CLUG_02197	1.0187	A23.LowerP	L	A
CLUG_02197	0.9392	A24.SputuP	S	A
CLUG_02197	1.0318	A3.U3G	U	A
CLUG_02197	1.1141	A4.U3B	U	A
CLUG_02197	1.1034	A5.U10D	U	A
CLUG_02197	0.9719	A6.U5C	U	A
CLUG_02197	0.9449	A7.U3E	U	A
CLUG_02197	1.0676	A8.U2E	U	A
CLUG_02197	0.9259	A9.L3D	L	A
CLUG_02197	1.1050	ATCC42720	UNK	ATCC42720
CLUG_02197	1.0787	B16.1310D	UNK	B
CLUG_02197	1.1777	B17.1311G	UNK	B
CLUG_02197	1.0523	B18.1312G	UNK	B
CLUG_02197	1.0981	B19.1310A	UNK	B
CLUG_02197	1.1624	B20.1311A	UNK	B
CLUG_02197	1.1217	B21.1312A	UNK	B
CLUG_02197	1.1382	B22.134E	UNK	B
CLUG_02197	1.0013	B23.133H	UNK	B
CLUG_02197	0.9667	B24.133F	UNK	B
CLUG_02197	1.0682	B25.135C	UNK	B
CLUG_02197	1.1244	B26.131A	UNK	B
CLUG_02197	1.0547	B27.136A	UNK	B
CLUG_02197	1.1080	B28.13UM	UNK	B
CLUG_02197	1.1407	C10.9M3	UNK	C
CLUG_02197	1.0488	C11.9M41	UNK	C
CLUG_02197	1.2039	C12.9U1	UNK	C
CLUG_02197	0.9418	C13.9U2	UNK	C
CLUG_02197	1.0670	C14.9U3	UNK	C
CLUG_02197	1.0834	C15.9U4s	UNK	C
CLUG_02197	1.0182	C4.9L1	UNK	C
CLUG_02197	1.2093	C5.9L2	UNK	C
CLUG_02197	1.0434	C6.9L3	UNK	C
CLUG_02197	1.0651	C7.9L4	UNK	C
CLUG_02197	1.1761	C8.9M1	UNK	C
CLUG_02197	0.9385	C9.9M2	UNK	C
CLUG_02197	1.0748	ctl1.AL1B	L	A
CLUG_02197	1.0672	ctl2.AL1B	L	A
CLUG_02197	0.9558	ctl3.C9L1	UNK	C
CLUG_02198	0.8594	A10.L4C	L	A
CLUG_02198	0.8494	A11.L11G	L	A
CLUG_02198	0.8788	A12.L10B	L	A
CLUG_02198	0.8806	A13.L3B	L	A
CLUG_02198	0.8561	A14.L4E	L	A
CLUG_02198	0.8072	A15.L4G	L	A
CLUG_02198	0.8475	A16.L7C	L	A
CLUG_02198	0.8375	A17.L1B	L	A
CLUG_02198	0.9264	A18.S4H	S	A
CLUG_02198	0.9746	A19.S3B	S	A
CLUG_02198	0.8421	A2.U10A	U	A
CLUG_02198	0.8802	A20.S1E	S	A
CLUG_02198	0.9031	A21.S8A	S	A
CLUG_02198	0.8735	A22.UpperP	U	A
CLUG_02198	0.8367	A23.LowerP	L	A
CLUG_02198	0.8715	A24.SputuP	S	A
CLUG_02198	0.8851	A3.U3G	U	A
CLUG_02198	0.8378	A4.U3B	U	A
CLUG_02198	0.9321	A5.U10D	U	A
CLUG_02198	0.8509	A6.U5C	U	A
CLUG_02198	0.8535	A7.U3E	U	A
CLUG_02198	0.8505	A8.U2E	U	A
CLUG_02198	0.8579	A9.L3D	L	A
CLUG_02198	0.9674	ATCC42720	UNK	ATCC42720
CLUG_02198	1.0371	B16.1310D	UNK	B
CLUG_02198	1.1495	B17.1311G	UNK	B
CLUG_02198	0.9905	B18.1312G	UNK	B
CLUG_02198	1.0374	B19.1310A	UNK	B
CLUG_02198	0.9942	B20.1311A	UNK	B
CLUG_02198	1.0618	B21.1312A	UNK	B
CLUG_02198	1.0585	B22.134E	UNK	B
CLUG_02198	0.9836	B23.133H	UNK	B
CLUG_02198	0.9671	B24.133F	UNK	B
CLUG_02198	1.0977	B25.135C	UNK	B
CLUG_02198	0.9953	B26.131A	UNK	B
CLUG_02198	1.0249	B27.136A	UNK	B
CLUG_02198	1.2952	B28.13UM	UNK	B
CLUG_02198	0.8291	C10.9M3	UNK	C
CLUG_02198	0.7171	C11.9M41	UNK	C
CLUG_02198	0.8603	C12.9U1	UNK	C
CLUG_02198	0.6621	C13.9U2	UNK	C
CLUG_02198	0.7119	C14.9U3	UNK	C
CLUG_02198	0.7186	C15.9U4s	UNK	C
CLUG_02198	0.7453	C4.9L1	UNK	C
CLUG_02198	0.8168	C5.9L2	UNK	C
CLUG_02198	0.7183	C6.9L3	UNK	C
CLUG_02198	0.7507	C7.9L4	UNK	C
CLUG_02198	0.8112	C8.9M1	UNK	C
CLUG_02198	0.6771	C9.9M2	UNK	C
CLUG_02198	1.0771	ctl1.AL1B	L	A
CLUG_02198	1.0560	ctl2.AL1B	L	A
CLUG_02198	0.7463	ctl3.C9L1	UNK	C
CLUG_02199	0.7927	A10.L4C	L	A
CLUG_02199	0.8223	A11.L11G	L	A
CLUG_02199	0.7967	A12.L10B	L	A
CLUG_02199	0.9376	A13.L3B	L	A
CLUG_02199	0.8337	A14.L4E	L	A
CLUG_02199	0.7799	A15.L4G	L	A
CLUG_02199	0.8037	A16.L7C	L	A
CLUG_02199	0.9216	A17.L1B	L	A
CLUG_02199	0.8703	A18.S4H	S	A
CLUG_02199	0.9378	A19.S3B	S	A
CLUG_02199	0.7957	A2.U10A	U	A
CLUG_02199	0.8272	A20.S1E	S	A
CLUG_02199	0.9258	A21.S8A	S	A
CLUG_02199	0.7824	A22.UpperP	U	A
CLUG_02199	0.7859	A23.LowerP	L	A
CLUG_02199	0.8226	A24.SputuP	S	A
CLUG_02199	0.8508	A3.U3G	U	A
CLUG_02199	0.7840	A4.U3B	U	A
CLUG_02199	0.8976	A5.U10D	U	A
CLUG_02199	0.8442	A6.U5C	U	A
CLUG_02199	0.7639	A7.U3E	U	A
CLUG_02199	0.9091	A8.U2E	U	A
CLUG_02199	0.8586	A9.L3D	L	A
CLUG_02199	0.8574	ATCC42720	UNK	ATCC42720
CLUG_02199	0.9457	B16.1310D	UNK	B
CLUG_02199	1.0096	B17.1311G	UNK	B
CLUG_02199	0.9483	B18.1312G	UNK	B
CLUG_02199	1.0462	B19.1310A	UNK	B
CLUG_02199	1.0101	B20.1311A	UNK	B
CLUG_02199	1.0096	B21.1312A	UNK	B
CLUG_02199	0.9533	B22.134E	UNK	B
CLUG_02199	0.9342	B23.133H	UNK	B
CLUG_02199	0.9104	B24.133F	UNK	B
CLUG_02199	0.9998	B25.135C	UNK	B
CLUG_02199	0.9611	B26.131A	UNK	B
CLUG_02199	0.9820	B27.136A	UNK	B
CLUG_02199	0.9836	B28.13UM	UNK	B
CLUG_02199	1.0163	C10.9M3	UNK	C
CLUG_02199	0.9646	C11.9M41	UNK	C
CLUG_02199	1.0536	C12.9U1	UNK	C
CLUG_02199	0.8014	C13.9U2	UNK	C
CLUG_02199	0.8546	C14.9U3	UNK	C
CLUG_02199	0.9110	C15.9U4s	UNK	C
CLUG_02199	0.9659	C4.9L1	UNK	C
CLUG_02199	0.9455	C5.9L2	UNK	C
CLUG_02199	0.8906	C6.9L3	UNK	C
CLUG_02199	0.8258	C7.9L4	UNK	C
CLUG_02199	1.0809	C8.9M1	UNK	C
CLUG_02199	0.8214	C9.9M2	UNK	C
CLUG_02199	1.0316	ctl1.AL1B	L	A
CLUG_02199	0.9285	ctl2.AL1B	L	A
CLUG_02199	0.9254	ctl3.C9L1	UNK	C
CLUG_02200	1.0427	A10.L4C	L	A
CLUG_02200	0.9763	A11.L11G	L	A
CLUG_02200	0.9587	A12.L10B	L	A
CLUG_02200	0.8892	A13.L3B	L	A
CLUG_02200	0.9626	A14.L4E	L	A
CLUG_02200	0.8741	A15.L4G	L	A
CLUG_02200	1.0011	A16.L7C	L	A
CLUG_02200	0.9330	A17.L1B	L	A
CLUG_02200	1.0702	A18.S4H	S	A
CLUG_02200	1.1447	A19.S3B	S	A
CLUG_02200	0.9097	A2.U10A	U	A
CLUG_02200	0.9849	A20.S1E	S	A
CLUG_02200	1.0725	A21.S8A	S	A
CLUG_02200	0.9667	A22.UpperP	U	A
CLUG_02200	0.9374	A23.LowerP	L	A
CLUG_02200	1.0134	A24.SputuP	S	A
CLUG_02200	1.0800	A3.U3G	U	A
CLUG_02200	0.9834	A4.U3B	U	A
CLUG_02200	1.0162	A5.U10D	U	A
CLUG_02200	0.9481	A6.U5C	U	A
CLUG_02200	0.9406	A7.U3E	U	A
CLUG_02200	1.0554	A8.U2E	U	A
CLUG_02200	1.0296	A9.L3D	L	A
CLUG_02200	1.0243	ATCC42720	UNK	ATCC42720
CLUG_02200	1.1443	B16.1310D	UNK	B
CLUG_02200	1.1791	B17.1311G	UNK	B
CLUG_02200	1.0898	B18.1312G	UNK	B
CLUG_02200	1.1740	B19.1310A	UNK	B
CLUG_02200	1.0955	B20.1311A	UNK	B
CLUG_02200	1.1445	B21.1312A	UNK	B
CLUG_02200	1.0958	B22.134E	UNK	B
CLUG_02200	1.0872	B23.133H	UNK	B
CLUG_02200	1.0529	B24.133F	UNK	B
CLUG_02200	1.1394	B25.135C	UNK	B
CLUG_02200	1.0986	B26.131A	UNK	B
CLUG_02200	1.0321	B27.136A	UNK	B
CLUG_02200	1.1500	B28.13UM	UNK	B
CLUG_02200	1.1972	C10.9M3	UNK	C
CLUG_02200	1.1640	C11.9M41	UNK	C
CLUG_02200	1.2878	C12.9U1	UNK	C
CLUG_02200	1.0291	C13.9U2	UNK	C
CLUG_02200	1.0854	C14.9U3	UNK	C
CLUG_02200	1.1279	C15.9U4s	UNK	C
CLUG_02200	1.1605	C4.9L1	UNK	C
CLUG_02200	1.1884	C5.9L2	UNK	C
CLUG_02200	1.1227	C6.9L3	UNK	C
CLUG_02200	1.1061	C7.9L4	UNK	C
CLUG_02200	1.2854	C8.9M1	UNK	C
CLUG_02200	1.0709	C9.9M2	UNK	C
CLUG_02200	1.1366	ctl1.AL1B	L	A
CLUG_02200	1.0988	ctl2.AL1B	L	A
CLUG_02200	1.0846	ctl3.C9L1	UNK	C
CLUG_02201	1.0968	A10.L4C	L	A
CLUG_02201	1.0174	A11.L11G	L	A
CLUG_02201	1.0069	A12.L10B	L	A
CLUG_02201	1.0114	A13.L3B	L	A
CLUG_02201	0.9084	A14.L4E	L	A
CLUG_02201	1.0633	A15.L4G	L	A
CLUG_02201	0.9310	A16.L7C	L	A
CLUG_02201	0.9407	A17.L1B	L	A
CLUG_02201	1.1261	A18.S4H	S	A
CLUG_02201	1.0645	A19.S3B	S	A
CLUG_02201	0.9702	A2.U10A	U	A
CLUG_02201	0.9329	A20.S1E	S	A
CLUG_02201	1.1058	A21.S8A	S	A
CLUG_02201	1.0197	A22.UpperP	U	A
CLUG_02201	1.0251	A23.LowerP	L	A
CLUG_02201	1.1370	A24.SputuP	S	A
CLUG_02201	1.0073	A3.U3G	U	A
CLUG_02201	1.1014	A4.U3B	U	A
CLUG_02201	1.1070	A5.U10D	U	A
CLUG_02201	1.0192	A6.U5C	U	A
CLUG_02201	0.9932	A7.U3E	U	A
CLUG_02201	1.0166	A8.U2E	U	A
CLUG_02201	1.0901	A9.L3D	L	A
CLUG_02201	0.9951	ATCC42720	UNK	ATCC42720
CLUG_02201	1.1528	B16.1310D	UNK	B
CLUG_02201	1.2425	B17.1311G	UNK	B
CLUG_02201	1.0896	B18.1312G	UNK	B
CLUG_02201	1.1159	B19.1310A	UNK	B
CLUG_02201	1.0811	B20.1311A	UNK	B
CLUG_02201	1.1794	B21.1312A	UNK	B
CLUG_02201	1.1212	B22.134E	UNK	B
CLUG_02201	1.1087	B23.133H	UNK	B
CLUG_02201	1.1191	B24.133F	UNK	B
CLUG_02201	1.1692	B25.135C	UNK	B
CLUG_02201	1.0463	B26.131A	UNK	B
CLUG_02201	1.0957	B27.136A	UNK	B
CLUG_02201	1.1909	B28.13UM	UNK	B
CLUG_02201	1.2365	C10.9M3	UNK	C
CLUG_02201	1.0826	C11.9M41	UNK	C
CLUG_02201	1.2504	C12.9U1	UNK	C
